Name,Program Identifier,Inspection Date,Description,Address,City,zipcode,Phone,Longitude,Latitude,Inspection Business Name,Inspection Type,Inspection Score,Inspection Result,Inspection Closed Business,Violation Type,Violation Description,Violation Points,Business_ID,Inspection_Serial_Num,Violation_Record_ID,Grade
JIMMY JOHN'S GOURMET SANDWICHES,JIMMY JOHN'S GOURMET SANDWICHES,2019-01-16,Seating 13-50 - Risk Category II,1420 5TH AVE ,SEATTLE,98101,(847) 884-5786,-122.3346646597,47.610544959799995,JIMMY JOHN'S GOURMET SANDWICHES,Routine Inspection/Field Review,5.0,Satisfactory,False,BLUE,"3400 - Wiping cloths properly used, stored, proper sanitizer",5,PR0077712,DA5CGVA0M,IVOWBWMRF,1.0
STARBUCKS COFFEE #3363,STARBUCKS COFFEE #3363,2019-01-16,Seating 13-50 - Risk Category II,2143 NORTHGATE WAY ,SEATTLE,98133,,-122.33338069540001,47.7084946507,STARBUCKS COFFEE #3363,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0066894,DAUEGJAJR,,1.0
TOP POT DOUGHNUTS,TOP POT DOUGHNUTS,2019-01-16,Seating 13-50 - Risk Category II,6855 35TH AVE NE ,SEATTLE,98115,(206) 728-1966,-122.2906432784,47.67916394229999,TOP POT DOUGHNUTS,Routine Inspection/Field Review,5.0,Satisfactory,False,BLUE,"3400 - Wiping cloths properly used, stored, proper sanitizer",5,PR0071916,DAOBCFZGA,IVN8U9NIS,1.0
PALOMINO #29,PALOMINO #29,2019-01-16,Seating > 250 - Risk Category III,1420 5TH AVE ,SEATTLE,98101,,-122.3346918206,47.6105423109,PALOMINO #29,Routine Inspection/Field Review,10.0,Satisfactory,False,BLUE,"3300 - Potential food contamination prevented during delivery,  preparation, storage, display",5,PR0020885,DAGRQCC50,IVJDZALKN,2.0
STARBUCKS COFFEE,STARBUCKS COFFEE #109 Kiosk,2019-01-16,Seating 0-12 - Risk Category II,1420 5TH AVE,Seattle,98101,,-122.3346918206,47.6105423109,STARBUCKS COFFEE,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0022836,DAQRKJOS2,,1.0
JAVA JAHN ESPRESSO,JAVA JAHN ESPRESSO,2019-01-16,Seating 13-50 - Risk Category II,1428 NW LEARY WAY ,Seattle,98107,(206) 783-4566,-122.37491396370001,47.6639145945,JAVA JAHN ESPRESSO,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0027034,DAAT4Z0WN,,1.0
STARBUCKS COFFEE,STARBUCKS COFFEE #109/ INSIDE LOCATION,2019-01-16,Seating 0-12 - Risk Category II,1420 5TH AVE,Seattle,98101,,-122.3346918206,47.6105423109,STARBUCKS COFFEE,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0022833,DAMEG0L07,,1.0
JACK IN THE BOX #8481,JACK IN THE BOX #8481,2019-01-16,Seating 13-50 - Risk Category III,13050 INTERURBAN AVE S,Seattle,98168,(206) 242-3525,-122.2722374382,47.4853670171,JACK IN THE BOX #8481,Routine Inspection/Field Review,0.0,Complete,False,,,0,PR0031430,DA4THUIRH,,1.0
COURTYARD BY MARRIOTT,COURTYARD BY MARRIOTT,2019-01-16,Seating 51-150 - Risk Category III,925 WESTLAKE AVE ,Seattle,98109,(206) 213-0100,-122.3400330609,47.627366075699996,COURTYARD BY MARRIOTT,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0055327,DAJAZBSYK,,1.0
SOUND & FOG,SOUND & FOG,2019-01-17,Seating 13-50 - Risk Category I,4745 SW 40TH AVE SW,SEATTLE,98116,(206) 484-8959,-122.38320226,47.55976635,SOUND & FOG,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0085881,DALZO0WL6,,1.0
TERIYAKI BOWL,TERIYAKI BOWL,2019-01-17,Seating 0-12 - Risk Category III,718 TAYLOR AVE N ,Seattle,98109,,-122.3457847536,47.626030335,TERIYAKI BOWL,Routine Inspection/Field Review,10.0,Unsatisfactory,False,RED,"2600 - Compliance with risk control plans, variances, plan of operation; valid permit; appr procedur",10,PR0028683,DA6094LTZ,IVJZARB9Z,2.0
LAREDOS,LAREDOS,2019-01-17,Seating 51-150 - Risk Category III,555 ALOHA ST 100,SEATTLE,98109,,-122.3458716773,47.6270564813,LAREDOS,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0072050,DAQXUF7YW,,1.0
BAR HOUSE LLC,BAR HOUSE LLC,2019-01-17,Seating 13-50 - Risk Category II,503 N 36TH ST STE B,SEATTLE,98103,(253) 232-4503,-122.35218462,47.65147167,BAR HOUSE LLC,Routine Inspection/Field Review,13.0,Unsatisfactory,False,RED,"2500 - Toxic substances properly identified,...",10,PR0086472,DAA7UAN2B,IVSX8A90U,1.0
DAYS INN SEATTLE,DAYS INN SEATTLE,2019-01-17,Seating 0-12 - Risk Category I,9100 AURORA AVE N,SEATTLE,98103,(206) 524-3600,-122.34386281,47.695192999999996,DAYS INN SEATTLE,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0088073,DAXZBN96K,,1.0
SPECIALTY'S CAFE & BAKERY #114,SPECIALTYS CAFE & BAKERY,2019-01-17,Seating 51-150 - Risk Category III,1400 5TH AVE,SEATTLE,98101,(415) 362-2052,-122.3346356698,47.6099670459,SPECIALTY'S CAFE & BAKERY #114,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0044125,DAPTYYCPA,,2.0
AFC SUSHI @ SAFEWAY #3091,AFC SUSHI @ SAFEWAY #3091,2019-01-17,Seating 0-12 - Risk Category III,4732 BROOKLYN AVE NE,SEATTLE,98105,(310) 604-3200,-122.31388765,47.66427766,AFC SUSHI @ SAFEWAY #3091,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0087930,DACOSJIBV,,1.0
SUBWAY #26309,SUBWAY #26309,2019-01-17,Seating 13-50 - Risk Category III,2822 WESTERN AVE,SEATTLE,98121,,-122.3526790957,47.6161170417,SUBWAY #26309,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0068968,DAAKYB1GF,,1.0
AMBROSIA,AMBROSIA,2019-01-17,Seating 13-50 - Risk Category I,619 S KING ST ,Seattle,98104,(206) 623-8028,-122.32542571459999,47.598203663999996,AMBROSIA,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0050040,DAAMWQ66J,,2.0
KOREAN BAMBOO,KOREAN BAMBOO,2019-01-17,Seating 13-50 - Risk Category III,2236 3RD AVE,SEATTLE,98121,(206) 245-0508,-122.34435387,47.6147864,KOREAN BAMBOO,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0083064,DADC1C15B,,2.0
CURSED OAK,CURSED OAK,2019-01-17,Seating 51-150 - Risk Category III,2137 2ND AVE ,SEATTLE,98121,(206) 485-7385,-122.34370093860001,47.6126668242,CURSED OAK,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0064084,DAM36F0IN,,1.0
MARKET  FRESH,MARKET  FRESH,2019-01-17,Seating 0-12 - Risk Category III,1301 5TH AVE ,Seattle,98101,,-122.334439495,47.60862353899999,MARKET  FRESH,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0022957,DAMZLX50G,,1.0
DOMINO'S PIZZA #7063,DOMINO'S PIZZA #7063,2019-01-17,Seating 0-12 - Risk Category III,714 TAYLOR AVE N ,Seattle,98109,(734) 930-7056,-122.345789036,47.6258987247,DOMINO'S PIZZA #7063,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0022938,DAEAR80IR,,1.0
WHISKY WEST,WHISKY WEST,2019-01-17,Seating 51-150 - Risk Category III,6451 CALIFORNIA AVE SW ,SEATTLE,98136,(206) 478-6400,-122.3874768137,47.545081903100005,WHISKY WEST,Consultation/Education - Field,0.0,Complete,False,,,0,PR0002706,DAH0LCJZ7,,1.0
RN74,RN74,2019-01-17,Seating 151-250 - Risk Category III,1433 4TH AVE,SEATTLE,98101,(206) 622-0420,-122.33680787,47.6099665,RN74,Routine Inspection/Field Review,10.0,Satisfactory,False,BLUE,"4100 - Warewashing facilities properly installed,...",5,PR0081362,DAZYORWD5,IVZM3ZH7Y,2.0
DIVA ESPRESSO II,DIVA ESPRESSO II,2019-01-17,Seating 13-50 - Risk Category II,14415 GREENWOOD AVE N ,SEATTLE,98133,(206) 713-6301,-122.3559974762,47.7338276835,DIVA ESPRESSO II,Routine Inspection/Field Review,10.0,Unsatisfactory,False,RED,2110 - Proper cold holding temperatures (greater than  45 degrees F),10,PR0066618,DADVFI6K3,IVNJX0NCE,1.0
STARBUCKS COFFEE #3289,STARBUCKS COFFEE #3289 / STREET LEVEL,2019-01-17,Seating 13-50 - Risk Category II,1420 5TH AVE,Seattle,98101,,-122.3346918206,47.6105423109,STARBUCKS COFFEE #3289,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0055815,DA8CQJPOT,,1.0
WUNDERKIND,WUNDERKIND,2019-01-17,Seating 13-50 - Risk Category II,3318 NE 55TH ST,SEATTLE,98105,(206) 854-7186,-122.29189515,47.66866086,WUNDERKIND,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0084652,DAH27FPR3,,1.0
SUITE 410,SUITE 410,2019-01-17,Seating 13-50 - Risk Category II,410 STEWART ST ,SEATTLE,98101,,-122.3386725773,47.6125943571,SUITE 410,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0071881,DA648UZKF,,1.0
OYLMPIA COFFEE ROASTING CO,OYLMPIA COFFEE ROASTING CO,2019-01-18,Seating 0-12 - Risk Category I,3840 CALIFORNIA AVE SW,SEATTLE,98116,(360) 753-0066,-122.38651742,47.569385100000005,OYLMPIA COFFEE ROASTING CO,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0087299,DAJMLW7LO,,1.0
"CABIN,THE","CABIN,THE",2019-01-18,Seating 51-150 - Risk Category III,19322 RICHMOND BEACH DR NW ,SHORELINE,98177,(425) 508-7600,-122.38957697139999,47.7692844301,"CABIN,THE",Routine Inspection/Field Review,5.0,Satisfactory,False,BLUE,"4100 - Warewashing facilities properly installed,...",5,PR0001496,DAIWGTMNC,IVXHHVMVP,1.0
CLIPPER CAFE,CLIPPER CAFE,2019-01-18,Seating 0-12 - Risk Category III,2711 ALASKAN WAY PIER 69,SEATTLE,98121,(206) 443-2560,-122.3538216137,47.6140012873,CLIPPER CAFE,Routine Inspection/Field Review,5.0,Satisfactory,False,BLUE,"4100 - Warewashing facilities properly installed,...",5,PR0029197,DAAYCFXB0,IVEKESN5A,1.0
PIKE PLACE CHINESE CUISINE,PIKE PLACE CHINESE CUISINE,2019-01-18,Seating 13-50 - Risk Category III,1533 PIKE PL,SEATTLE,98101,,-122.34111399999999,47.608831,PIKE PLACE CHINESE CUISINE,Routine Inspection/Field Review,5.0,Satisfactory,False,BLUE,"4200 - Food-contact surfaces maintained, clean, sanitized",5,PR0009646,DAWMC5HCP,IVPKWCTGH,2.0
BALLARD BEER COMPANY,BALLARD BEER COMPANY,2019-01-18,Seating 13-50 - Risk Category I,2050 NW MARKET ST,SEATTLE,98107,(206) 446-5222,-122.38430452,47.66894693,BALLARD BEER COMPANY,Routine Inspection/Field Review,10.0,Satisfactory,False,BLUE,"4100 - Warewashing facilities properly installed,...",5,PR0084093,DAOFRVK86,IVVDU9HPK,1.0
CAFFE LADRO,CAFFE LADRO,2019-01-18,Seating 13-50 - Risk Category II,400 FAIRVIEW AVE N STE 101,SEATTLE,98109,(206) 906-9334,-122.3339003,47.62251234,CAFFE LADRO,Routine Inspection/Field Review,10.0,Unsatisfactory,False,RED,2110 - Proper cold holding temperatures (greater than  45 degrees F),10,PR0085497,DAUKLCUYB,IVL03KQXO,2.0
SWEET MICKEY'S,SWEET MICKEY'S,2019-01-18,Seating 0-12 - Risk Category I,2230 NW 57TH ST,SEATTLE,98107,(206) 999-2933,-122.38643245,47.67039019,SWEET MICKEY'S,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0082203,DA7YPYYDD,,1.0
MOLLY MOON'S HOMEMADE ICE CREAM,MOLLY MOON'S HOMEMADE ICE CREAM,2019-01-18,Seating 13-50 - Risk Category II,1622 1/2 N 45th ST,SEATTLE,98103,(206) 618-4934,-122.3384590913,47.6615508976,MOLLY MOON'S HOMEMADE ICE CREAM,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0077333,DA8MHQJ3L,,1.0
PIKE'S PIT BARBEQUE,PIKE'S PIT BARBEQUE,2019-01-18,Seating 0-12 - Risk Category III,1505 PIKE PLACE LELAND BLDG,SEATTLE,98101,(425) 417-0671,-122.3406911634,47.6085798898,PIKE'S PIT BARBEQUE,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0002410,DA4CP6THL,,1.0
ADMIRAL CINEMA LLC,ADMIRAL CINEMA LLC,2019-01-18,Seating 0-12 - Risk Category I,2343 CALIFORNIA AVE ,SEATTLE,98116,,-122.3867328999,47.5827069467,ADMIRAL CINEMA LLC,Routine Inspection/Field Review,5.0,Satisfactory,False,BLUE,"4200 - Food-contact surfaces maintained, clean, sanitized",5,PR0071437,DAU5Q5ABC,IVB5A82GA,1.0
THREE GIRLS BAKERY,THREE GIRLS BAKERY,2019-01-18,Seating 0-12 - Risk Category III,1514 PIKE PL,SEATTLE,98101,(206) 622-1045,-122.3408507814,47.609093693,THREE GIRLS BAKERY,Routine Inspection/Field Review,5.0,Satisfactory,False,BLUE,"3400 - Wiping cloths properly used, stored, proper sanitizer",5,PR0011036,DAEIPBZ4W,IV7KBD6MW,1.0
QUALITY CHEESE INC,QUALITY CHEESE INC,2019-01-18,Seating 0-12 - Risk Category II,1508 PIKE PL,Seattle,98101,(206) 624-4029,-122.3406867445,47.608950045600004,QUALITY CHEESE INC,Routine Inspection/Field Review,5.0,Satisfactory,False,BLUE,"3400 - Wiping cloths properly used, stored, proper sanitizer",5,PR0004201,DAAF0LVRS,IVZRDDZ39,1.0
BAR HARBOR,BAR HARBOR,2019-01-18,Seating 13-50 - Risk Category I,400 FAIRVIEW AVE N STE 105,SEATTLE,98109,(206) 683-9001,-122.33868175,47.44268429,BAR HARBOR,Consultation/Education - Field,0.0,Complete,False,,,0,PR0085891,DAUAKHDM1,,1.0
FUEL COFFEE,FUEL COFFEE,2019-01-18,Seating 13-50 - Risk Category I,610 19TH AVE E ,SEATTLE,98112,(206) 229-6478,-122.307096,47.624745000000004,FUEL COFFEE,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0071186,DAKCN3USD,,1.0
DICK'S DRIVE INS LTD,DICK'S DRIVE IN,2019-01-22,Seating 51-150 - Risk Category III,500 QUEEN ANNE AVE N ,Seattle,98109,(206) 634-0300,-122.35637569020001,47.6234327759,DICK'S DRIVE INS LTD,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0002705,DAWN1CFXU,,1.0
LUIGI'S ITALIAN EATERY,LUIGI'S ITALIAN EATERY,2019-01-22,Seating 13-50 - Risk Category III,625 1ST AVE,SEATTLE,98104,(206) 622-7688,-122.33440956,47.60244311,LUIGI'S ITALIAN EATERY,Routine Inspection/Field Review,20.0,Unsatisfactory,False,RED,2120 - Proper cold holding temperatures ( 42 degrees F to 45 degrees F),5,PR0086119,DA75C9UHY,IVEDN5K0T,2.0
FRESH FLOURS,FRESH FLOURS,2019-01-22,Seating 0-12 - Risk Category II,6015 PHINNEY AVE N ,SEATTLE,98103,(206) 783-9021,-122.3547416945,47.6729214,FRESH FLOURS,Routine Inspection/Field Review,5.0,Unsatisfactory,False,RED,2120 - Proper cold holding temperatures ( 42 degrees F to 45 degrees F),5,PR0071213,DARECA4MX,IVL9WZYY4,1.0
DOMINO'S PIZZA #7084,DOMINO'S PIZZA #7084,2019-01-22,Seating 13-50 - Risk Category III,4717 BROOKLYN AVE NE,SEATTLE,98105,(360) 830-0354,-122.31448253,47.66377889,DOMINO'S PIZZA #7084,Consultation/Education - Field,0.0,Complete,False,,,0,PR0087767,DAMMP05WX,,1.0
PAGLIACCI,PAGLIACCI,2019-01-22,Seating 51-150 - Risk Category III,550 QUEEN ANNE AVE N ,Seattle,98109,(206) 652-0877,-122.35642308450001,47.62430528310001,PAGLIACCI,Routine Inspection/Field Review,10.0,Unsatisfactory,False,RED,2110 - Proper cold holding temperatures (greater than  45 degrees F),10,PR0017589,DAMLOCKYY,IV08E0DR0,2.0
STOUP BREWING,STOUP BREWING,2019-01-22,Seating 13-50 - Risk Category I,1108 NW 52ND ST,SEATTLE,98107,(206) 457-5524,-122.371195,47.666654,STOUP BREWING,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0083514,DA2YEOE6J,,1.0
CAFFE LADRO,CAFFE LADRO,2019-01-22,Seating 0-12 - Risk Category II,600 QUEEN ANNE AVE N ,Seattle,98109,(206) 271-8735,-122.356420885,47.625028416999996,CAFFE LADRO,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0008431,DA2OZ06U0,,1.0
SHANE & SHELLY'S SLUGGERS,SHANE & SHELLY'S SLUGGERS,2019-01-22,Seating 51-150 - Risk Category III,538 1ST AVE S ,Seattle,98104,(206) 654-8070,-122.33368149200001,47.5971380467,SHANE & SHELLY'S SLUGGERS,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0003761,DAACAIYSR,,1.0
WOODLAND COFFEE,WOODLAND COFFEE,2019-01-22,Seating 13-50 - Risk Category II,1417 NW 54TH ST,SEATTLE,98107,(206) 290-4115,-122.37575600000001,47.667632,WOODLAND COFFEE,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0086118,DAZG1RQCG,,1.0
IL TERRAZZO INTERMEZZO,IL TERRAZZO INTERMEZZO,2019-01-22,Seating 51-150 - Risk Category III,411 1ST AVE S,SEATTLE,98104,,-122.33452393,47.59873711,IL TERRAZZO INTERMEZZO,Routine Inspection/Field Review,5.0,Satisfactory,False,BLUE,"3300 - Potential food contamination prevented during delivery,  preparation, storage, display",5,PR0084080,DAUUHZTBJ,IVDR5BAQ0,1.0
"ABBOUD'S MCDONALD'S, LLC",ABBOUD'S MC DONALD'S,2019-01-22,Seating 51-150 - Risk Category III,6546 CALIFORNIA AVE SW,Seattle,98136,(206) 762-9445,-122.3868457608,47.54330524939999,"ABBOUD'S MCDONALD'S, LLC",Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0003302,DAJXDRINX,,1.0
TIN LIZZIE LOUNGE @ MARQUEEN HOTEL,TIN LIZZIE LOUNGE @ MARQUEEN HOTEL,2019-01-22,Seating 13-50 - Risk Category III,600 QUEEN ANNE AVE N,SEATTLE,98109,,-122.356523,47.625057,TIN LIZZIE LOUNGE @ MARQUEEN HOTEL,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0082129,DAQOZUSQG,,1.0
CHERRY STREET COFFEE HOUSE,CHERRY STREET COFFEE HOUSE,2019-01-22,Seating 13-50 - Risk Category III,700 1ST AVE,SEATTLE,98104,(206) 621-5331,-122.33422511,47.60281027,CHERRY STREET COFFEE HOUSE,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0086912,DAS50QOZT,,1.0
GENERAL PORPOISE DOUGHNUTS & COFFEE,GENERAL PORPOISE DOUGHNUTS & COFFEE,2019-01-22,Seating 0-12 - Risk Category II,4520 UNION BAY PL NE,SEATTLE,98105,(206) 799-9890,-122.29330028,47.66216842,GENERAL PORPOISE DOUGHNUTS & COFFEE,Routine Inspection/Field Review,2.0,Satisfactory,False,BLUE,5000 - Posting of permit; mobile establishment name...,2,PR0087631,DAM2X6OQT,IVYIFLFXD,1.0
SAFEWAY INC #219,STARBUCKS @ SAFEWAY #0219,2019-01-22,Seating 13-50 - Risk Category I,3900 S OTHELLO ST,Seattle,98118,,-122.28307732340001,47.537474025200005,SAFEWAY INC #219,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0080928,DASQBY8ZJ,,1.0
Safeway Store #3120,SAFEWAY #3120 - STARBUCKS,2019-01-22,Seating 0-12 - Risk Category II,12725 1ST AVE S ,BURIEN,98168,(206) 409-4431,-122.3351673615,47.4890853295,Safeway Store #3120,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0085661,DASN0GGIX,,1.0
7 BEEF,7 BEEF,2019-01-23,Seating 51-150 - Risk Category III,1305 E JEFFERSON ST,SEATTLE,98122,(206) 328-7090,-122.31508599,47.60600096,7 BEEF,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0085179,DAGIR865T,,1.0
VICTROLA COFFEE & ART,VICTROLA COFFEE & ART,2019-01-23,Seating 51-150 - Risk Category II,411 15TH AVE E ,SEATTLE,98112,(206) 325-6520,-122.31295855299999,47.6223806905,VICTROLA COFFEE & ART,Routine Inspection/Field Review,10.0,Unsatisfactory,False,RED,2110 - Proper cold holding temperatures (greater than  45 degrees F),10,PR0064011,DABN5SGZU,IV5LJC0Q8,1.0
KITTENS CABARET,KITTENS CABARET,2019-01-23,Seating 151-250 - Risk Category I,5800 4TH AVE S,SEATTLE,98108,(425) 327-5393,-122.329201,47.550827000000005,KITTENS CABARET,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0083544,DA4ZLSYUA,,2.0
BARTELL DRUGS #71,BARTELL DRUGS #71,2019-01-23,Seating 0-12 - Risk Category II,5625 22ND AVE NW,SEATTLE,98107,(206) 763-2626,-122.38504964,47.66985079,BARTELL DRUGS #71,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0086291,DAKY2GWQO,,1.0
"BRIDGE COFFEE HOUSE, THE","BRIDGE COFFEE HOUSE, THE",2019-01-23,Seating 13-50 - Risk Category I,2150 N 122ND ST,SEATTLE,98133,(206) 457-8690,-122.33262859999998,47.71805751,"BRIDGE COFFEE HOUSE, THE",Routine Inspection/Field Review,3.0,Satisfactory,False,BLUE,4300 - Non-food contact surfaces maintained and clean,3,PR0087027,DANUL0TFZ,IVZFV02PP,1.0
ZEEK'S PIZZA,ZEEK'S PIZZA,2019-01-23,Seating 51-150 - Risk Category III,1830 E MERCER ST STE A,SEATTLE,98112,(206) 669-0852,-122.3075,47.62455,ZEEK'S PIZZA,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0087971,DANXOMIXZ,,1.0
TEKU TAVERN,TEKU TAVERN,2019-01-23,Seating 151-250 - Risk Category I,552 DENNY WAY,SEATTLE,98109,(770) 714-1432,-122.34583843,47.6187607,TEKU TAVERN,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0086161,DANNTI1MY,,1.0
SISTERS ESPRESSO,SISTERS ESPRESSO #4,2019-01-23,Seating 0-12 - Risk Category I,12805 1ST AVE S #D,BURIEN,98168,,-122.334313653,47.488296978,SISTERS ESPRESSO,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0071181,DABEJDKQZ,,1.0
TILIKUM PLACE CAFE,TILIKUM PLACE CAFE,2019-01-23,Seating 51-150 - Risk Category III,407 CEDAR ST,SEATTLE,98121,(206) 909-9436,-122.34761196459999,47.617906553199994,TILIKUM PLACE CAFE,Routine Inspection/Field Review,10.0,Unsatisfactory,False,RED,2110 - Proper cold holding temperatures (greater than  45 degrees F),10,PR0077692,DADWZ9IBB,IV3BWJ9N0,1.0
BALLARD 76,BALLARD 76,2019-01-23,Seating 0-12 - Risk Category I,5715 15TH AVE NW,Seattle,98107,(206) 784-2699,-122.37669814510001,47.670655484899996,BALLARD 76,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0012156,DADEKMBMR,,1.0
QED COFFEE,QED COFFEE,2019-01-23,Seating 13-50 - Risk Category III,124 5TH AVE N,SEATTLE,98109,(206) 399-2269,-122.34733999999999,47.619440000000004,QED COFFEE,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0087255,DAA9UOBHI,,1.0
GRETCHEN'S PLACE,GRETCHEN'S PLACE,2019-01-23,Seating 0-12 - Risk Category III,5432 SAND POINT WAY NE ,Seattle,98105,(206) 403-1426,-122.27606392959999,47.668478358,GRETCHEN'S PLACE,Routine Inspection/Field Review,5.0,Satisfactory,False,BLUE,4000 - Food and non-food surfaces properly used and...,5,PR0055663,DAB8T1ZZA,IVLM0UQZU,1.0
7-ELEVEN STORE #2361-14443D,7-ELEVEN STORE #2361-14443D,2019-01-23,Seating 0-12 - Risk Category III,14462 34TH AVE S ,Seattle,98168,(253) 796-7155,-122.2892321974,47.4726953229,7-ELEVEN STORE #2361-14443D,Routine Inspection/Field Review,5.0,Satisfactory,False,BLUE,"3400 - Wiping cloths properly used, stored, proper sanitizer",5,PR0004267,DAFLUV5OJ,IVONUBSDW,1.0
DOC MAYNARD'S,DOC MAYNARD'S,2019-01-24,Seating 51-150 - Risk Category III,614 1ST AVE,SEATTLE,98104,(206) 682-3705,-122.3336460743,47.6023687242,DOC MAYNARD'S,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0004242,DA9GUC0VN,,1.0
"BROADCAST COFFEE, LLC","BROADCAST COFFEE, LLC",2019-01-24,Seating 13-50 - Risk Category I,6515 ROOSEVELT WAY NE,SEATTLE,98115,(206) 467-4717,-122.31757149,47.67628225,"BROADCAST COFFEE, LLC",Routine Inspection/Field Review,5.0,Satisfactory,False,BLUE,"3400 - Wiping cloths properly used, stored, proper sanitizer",5,PR0083939,DALRZYWQG,IVSI4BICM,1.0
WESTLAKE DELI & GROCERY,WESTLAKE DELI & GROCERY,2019-01-24,Seating 0-12 - Risk Category III,2132 WESTLAKE AVE N ,Seattle,98109,(206) 286-6610,-122.3405722931,47.6386498608,WESTLAKE DELI & GROCERY,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0026460,DAV3YP0I2,,1.0
BAD BISHOP,BAD BISHOP,2019-01-24,Seating 51-150 - Risk Category III,704 1ST AVE ,Seattle,98104,(206) 623-3440,-122.33427029120001,47.6028557819,BAD BISHOP,Routine Inspection/Field Review,15.0,Unsatisfactory,False,RED,2120 - Proper cold holding temperatures ( 42 degrees F to 45 degrees F),5,PR0003449,DAYLWSZS4,IVRMKCN7I,1.0
ELYSIAN BREWING CO,ELYSIAN BREWING CO,2019-01-24,Seating > 250 - Risk Category III,542 1ST AVE S ,SEATTLE,98104,(206) 459-4880,-122.33387109450001,47.59710906,ELYSIAN BREWING CO,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0076123,DAN8OMWKH,,1.0
MLK SHELL,SHELL MLK,2019-01-24,Seating 0-12 - Risk Category I,12911 M L KING JR WAY S,Seattle,98178,,-122.2583159024,47.4868817999,MLK SHELL,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0029268,DAE7EJLWS,,1.0
LADYBUG ESPRESSO,LADYBUG ESPRESSO,2019-01-24,Seating 0-12 - Risk Category I,14628 MILITARY RD S ,TUKWILA,98168,(253) 880-8829,-122.28908870209999,47.4714902095,LADYBUG ESPRESSO,Routine Inspection/Field Review,5.0,Unsatisfactory,False,RED,0200 - Food Worker Cards current for all food workers; new food workers trained,5,PR0076450,DAE0Z576I,IVIF56OGD,2.0
RHEIN HAUS,VON TRAPPS,2019-01-24,Seating > 250 - Risk Category III,912 12TH AVE,SEATTLE,98122,(206) 724-4164,-122.31638347,47.61088531,RHEIN HAUS,Routine Inspection/Field Review,15.0,Unsatisfactory,False,RED,2000 - Proper reheating procedures for hot holding,15,PR0082816,DAL7TK8Y9,IV91BKBOQ,1.0
